Genome,File_type,Sequence_type,Number_of_sequences,Size,min,mean,max
GCA_003176075.1,FASTA,Protein,3331,981857,20,294.8,2028
GCA_003176115.1,FASTA,Protein,1353,409732,27,302.8,3205
GCA_003176165.1,FASTA,Protein,1218,316121,23,259.5,1953
GCA_003194485.1,FASTA,Protein,2542,707541,20,278.3,1734
GCA_003194495.1,FASTA,Protein,3425,995689,20,290.7,1700
GCA_003202005.1,FASTA,Protein,5117,1676854,26,327.7,4349
GCA_003208485.1,FASTA,Protein,6462,2098536,29,324.8,2828
GCA_003208695.1,FASTA,Protein,1043,249034,20,238.8,1560
GCA_003208835.1,FASTA,Protein,2208,556293,24,251.9,2070
GCA_003208885.1,FASTA,Protein,1227,321490,22,262,1672
GCA_003209055.1,FASTA,Protein,1211,318735,27,263.2,1524
GCA_003209065.1,FASTA,Protein,1662,436191,26,262.4,1522
GCA_003209165.1,FASTA,Protein,2711,659094,20,243.1,1547
GCA_003209195.1,FASTA,Protein,1065,310606,25,291.6,1296
GCA_003209225.1,FASTA,Protein,1045,307746,25,294.5,1784
GCA_003209275.1,FASTA,Protein,1236,335351,30,271.3,1271
GCA_003209375.1,FASTA,Protein,1553,400601,23,258,1524
GCA_003209425.1,FASTA,Protein,1319,343794,27,260.6,1525
GCA_003209475.1,FASTA,Protein,1413,359069,29,254.1,1671
GCA_003209565.1,FASTA,Protein,1564,401093,25,256.5,1525
GCA_003209585.1,FASTA,Protein,1664,422113,21,253.7,1367
GCA_003209655.1,FASTA,Protein,1810,491032,25,271.3,1521
GCA_003209675.1,FASTA,Protein,1655,441927,30,267,1524
GCA_003209755.1,FASTA,Protein,1962,498484,28,254.1,1808
GCA_003209795.1,FASTA,Protein,1312,333224,31,254,1414
GCA_003209895.1,FASTA,Protein,986,297806,34,302,1500
GCA_003209915.1,FASTA,Protein,1272,380271,23,299,1501
GCA_003209955.1,FASTA,Protein,1252,394389,30,315,1661
GCA_003210015.1,FASTA,Protein,1012,290863,25,287.4,1502
GCA_003210025.1,FASTA,Protein,1349,405775,23,300.8,1499
GCA_003210055.1,FASTA,Protein,1964,597423,32,304.2,2218
GCA_003210075.1,FASTA,Protein,1232,375008,23,304.4,1499
GCA_003210095.1,FASTA,Protein,1214,371524,37,306,1618
GCA_003210115.1,FASTA,Protein,1423,418263,24,293.9,4772
GCA_003210135.1,FASTA,Protein,1693,442100,30,261.1,1525
GCA_003210155.1,FASTA,Protein,1701,438235,27,257.6,1524
GCA_003210235.1,FASTA,Protein,1362,322256,20,236.6,1515
GCA_003210275.1,FASTA,Protein,1399,352964,25,252.3,1547
GCA_003210285.1,FASTA,Protein,1797,474875,21,264.3,1522
GCA_003210315.1,FASTA,Protein,1815,461951,24,254.5,1476
GCA_003210655.1,FASTA,Protein,1201,301186,30,250.8,1624
GCA_003210695.1,FASTA,Protein,1245,326127,25,261.9,1367
GCA_003210735.1,FASTA,Protein,2337,605380,24,259,2236
GCA_003210755.1,FASTA,Protein,2871,738994,21,257.4,2124
GCA_003210775.1,FASTA,Protein,2665,658530,24,247.1,2683
GCA_003210795.1,FASTA,Protein,2239,550498,22,245.9,1695
GCA_003210825.1,FASTA,Protein,1383,343275,20,248.2,1435
GCA_003210895.1,FASTA,Protein,1534,376263,20,245.3,1367
GCA_003210915.1,FASTA,Protein,1598,409418,22,256.2,3360
GCA_003211115.1,FASTA,Protein,1283,324242,28,252.7,1367
GCA_003211135.1,FASTA,Protein,1683,422516,21,251,1367
GCA_003211205.1,FASTA,Protein,2288,595609,22,260.3,13955
GCA_003211235.1,FASTA,Protein,1698,403945,25,237.9,1696
GCA_003211275.1,FASTA,Protein,2168,550230,23,253.8,3079
GCA_003211315.1,FASTA,Protein,1594,415333,28,260.6,1672
GCA_003211335.1,FASTA,Protein,961,246844,20,256.9,1522
GCA_003211415.1,FASTA,Protein,1328,355265,21,267.5,1525
GCA_003211515.1,FASTA,Protein,2451,638781,21,260.6,7004
GCA_003211535.1,FASTA,Protein,2412,577919,21,239.6,1869
GCA_003211555.1,FASTA,Protein,1190,358882,20,301.6,1499
GCA_003211655.1,FASTA,Protein,1345,324402,23,241.2,1741
GCA_003211695.1,FASTA,Protein,1192,359936,29,302,1500
GCA_003211755.1,FASTA,Protein,1173,311459,31,265.5,1528
GCA_003211835.1,FASTA,Protein,1173,354334,37,302.1,2334
GCA_003211955.1,FASTA,Protein,1433,370689,26,258.7,1367
GCA_003212005.1,FASTA,Protein,1196,305137,22,255.1,1524
GCA_003212035.1,FASTA,Protein,1315,346278,23,263.3,1525
GCA_003212055.1,FASTA,Protein,1134,295285,23,260.4,1367
GCA_003212115.1,FASTA,Protein,976,252289,24,258.5,1367
GCA_003212175.1,FASTA,Protein,1227,322690,28,263,1337
GCA_003212195.1,FASTA,Protein,1255,309497,21,246.6,1367
GCA_003212275.1,FASTA,Protein,1225,359966,24,293.8,1616
GCA_003212295.1,FASTA,Protein,883,258980,22,293.3,1502
GCA_003212315.1,FASTA,Protein,2612,814867,20,312,1680
GCA_003212335.1,FASTA,Protein,1554,494185,22,318,3682
GCA_003212345.1,FASTA,Protein,1953,598630,22,306.5,2358
GCA_003212375.1,FASTA,Protein,1334,356121,31,267,1367
GCA_003212395.1,FASTA,Protein,1741,448209,20,257.4,1525
GCA_003212415.1,FASTA,Protein,1141,349589,38,306.4,1376
GCA_003212515.1,FASTA,Protein,1677,440464,20,262.6,2633
GCA_003212535.1,FASTA,Protein,1473,381300,23,258.9,1525
GCA_003212555.1,FASTA,Protein,1388,371365,30,267.6,1368
GCA_003212615.1,FASTA,Protein,1223,305838,26,250.1,1525
GCA_003212625.1,FASTA,Protein,1228,298606,21,243.2,1530
GCA_003212655.1,FASTA,Protein,1368,356221,22,260.4,1489
GCA_003212695.1,FASTA,Protein,1782,453508,28,254.5,1338
GCA_003212795.1,FASTA,Protein,1433,461439,31,322,2087
GCA_003212885.1,FASTA,Protein,1078,289143,24,268.2,1323
GCA_003212925.1,FASTA,Protein,1118,328175,22,293.5,1502
GCA_003213015.1,FASTA,Protein,1190,357469,24,300.4,1509
GCA_003213095.1,FASTA,Protein,1211,366577,20,302.7,1816
GCA_003213115.1,FASTA,Protein,1034,318008,27,307.6,1499
GCA_003213135.1,FASTA,Protein,1062,315192,34,296.8,1500
GCA_003213155.1,FASTA,Protein,1135,333657,22,294,1616
GCA_003213165.1,FASTA,Protein,1042,309696,30,297.2,3659
GCA_003213175.1,FASTA,Protein,1577,465149,23,295,1574
GCA_003213235.1,FASTA,Protein,1743,446891,22,256.4,1433
GCA_003213255.1,FASTA,Protein,1515,373211,26,246.3,1337
GCA_003213275.1,FASTA,Protein,1285,335714,30,261.3,1407
GCA_003213355.1,FASTA,Protein,1503,369776,21,246,2181
GCA_003213375.1,FASTA,Protein,1369,327934,30,239.5,1525
GCA_003213455.1,FASTA,Protein,743,222966,42,300.1,1258
GCA_003213495.1,FASTA,Protein,1315,411737,34,313.1,1477
GCA_003213515.1,FASTA,Protein,1288,393598,29,305.6,1507
GCA_003213555.1,FASTA,Protein,846,247452,36,292.5,1499
GCA_003213595.1,FASTA,Protein,1170,358841,30,306.7,2655
GCA_003213615.1,FASTA,Protein,1370,411707,24,300.5,1502
GCA_003213625.1,FASTA,Protein,1151,346271,30,300.8,1740
GCA_003213695.1,FASTA,Protein,911,260023,27,285.4,1010
GCA_003213715.1,FASTA,Protein,1163,350927,38,301.7,2330
GCA_003213855.1,FASTA,Protein,1569,398026,23,253.7,2484
GCA_003213955.1,FASTA,Protein,1867,501700,27,268.7,1524
GCA_003214055.1,FASTA,Protein,1468,386058,28,263,1525
GCA_003214085.1,FASTA,Protein,1706,439343,21,257.5,1988
GCA_003214115.1,FASTA,Protein,1295,335469,30,259,1525
GCA_003214175.1,FASTA,Protein,1719,451720,29,262.8,1524
GCA_003214195.1,FASTA,Protein,1382,356794,29,258.2,1524
GCA_003214215.1,FASTA,Protein,1316,350485,20,266.3,1525
GCA_003214235.1,FASTA,Protein,1373,351144,22,255.7,1907
GCA_003214295.1,FASTA,Protein,1529,398975,21,260.9,1295
GCA_003214315.1,FASTA,Protein,1828,488353,30,267.2,5053
GCA_003214355.1,FASTA,Protein,1800,489804,23,272.1,4941
GCA_003214465.1,FASTA,Protein,1799,575471,20,319.9,4577
GCA_003214525.1,FASTA,Protein,1192,356244,22,298.9,1619
GCA_003214615.1,FASTA,Protein,1179,367608,34,311.8,1500
GCA_003214695.1,FASTA,Protein,1731,451338,25,260.7,1520
GCA_003214815.1,FASTA,Protein,2031,540334,27,266,4224
GCA_003214855.1,FASTA,Protein,2313,586449,20,253.5,2872
GCA_003214975.1,FASTA,Protein,1481,373984,24,252.5,1671
GCA_003215055.1,FASTA,Protein,1003,296995,21,296.1,1502
GCA_003215175.1,FASTA,Protein,1549,487103,22,314.5,1762
GCA_003215185.1,FASTA,Protein,745,216394,27,290.5,1128
GCA_003215295.1,FASTA,Protein,1469,403115,23,274.4,2092
GCA_003215315.1,FASTA,Protein,1264,338113,30,267.5,1530
GCA_003215335.1,FASTA,Protein,1884,527990,30,280.2,2195
GCA_003215355.1,FASTA,Protein,1500,405134,25,270.1,1438
GCA_003215415.1,FASTA,Protein,1406,374287,21,266.2,1334
GCA_003215435.1,FASTA,Protein,1783,498264,24,279.5,2195
GCA_003215475.1,FASTA,Protein,1466,409255,23,279.2,2712
GCA_003215535.1,FASTA,Protein,1890,517007,28,273.5,1528
GCA_003215545.1,FASTA,Protein,1253,334076,24,266.6,1529
GCA_003215555.1,FASTA,Protein,1534,415830,24,271.1,4182
GCA_003215635.1,FASTA,Protein,1449,421937,23,291.2,1528
GCA_003215655.1,FASTA,Protein,1950,545120,24,279.5,1529
GCA_003215695.1,FASTA,Protein,1031,268712,22,260.6,1529
GCA_003215725.1,FASTA,Protein,1459,385761,29,264.4,1371
GCA_003215775.1,FASTA,Protein,1576,446796,30,283.5,1529
GCA_003215795.1,FASTA,Protein,1013,263950,23,260.6,1338
GCA_003215895.1,FASTA,Protein,1026,285554,30,278.3,1784
GCA_003215935.1,FASTA,Protein,1405,349938,23,249.1,1526
GCA_003216035.1,FASTA,Protein,1538,417848,30,271.7,1528
GCA_003216075.1,FASTA,Protein,1901,514718,27,270.8,1524
GCA_003216135.1,FASTA,Protein,1237,319099,25,258,1525
GCA_003216155.1,FASTA,Protein,1380,390053,24,282.6,1531
GCA_003216175.1,FASTA,Protein,1721,467259,29,271.5,3146
GCA_003216195.1,FASTA,Protein,1328,397936,36,299.7,3082
GCA_003216235.1,FASTA,Protein,1027,302015,22,294.1,1502
GCA_003216255.1,FASTA,Protein,1219,375419,24,308,1556
GCA_003216275.1,FASTA,Protein,2056,533229,25,259.4,1530
GCA_003216295.1,FASTA,Protein,1778,462425,23,260.1,1530
GCA_003216355.1,FASTA,Protein,1511,396478,20,262.4,1524
GCA_003216375.1,FASTA,Protein,2062,515182,31,249.8,1530
GCA_003216415.1,FASTA,Protein,1732,453296,27,261.7,1525
GCA_003216435.1,FASTA,Protein,1505,402225,24,267.3,1527
GCA_003216455.1,FASTA,Protein,1358,340158,26,250.5,1525
GCA_003216465.1,FASTA,Protein,1773,470949,29,265.6,1524
GCA_003216535.1,FASTA,Protein,1835,489061,25,266.5,1525
GCA_003216575.1,FASTA,Protein,1906,485078,24,254.5,1857
GCA_003216595.1,FASTA,Protein,1832,473958,23,258.7,1370
GCA_003216615.1,FASTA,Protein,1853,482769,26,260.5,1525
GCA_003216635.1,FASTA,Protein,1869,500509,22,267.8,4224
GCA_003216715.1,FASTA,Protein,1821,473812,28,260.2,1530
GCA_003216725.1,FASTA,Protein,1600,425441,21,265.9,1337
GCA_003216755.1,FASTA,Protein,1675,462258,20,276,4144
GCA_003216775.1,FASTA,Protein,1886,492942,31,261.4,1525
GCA_003216795.1,FASTA,Protein,1927,501924,26,260.5,4165
GCA_003216815.1,FASTA,Protein,1893,476132,29,251.5,1530
GCA_003216835.1,FASTA,Protein,1735,459287,24,264.7,1525
GCA_003216895.1,FASTA,Protein,1618,393074,27,242.9,1465
GCA_003216915.1,FASTA,Protein,1652,429313,31,259.9,1367
GCA_003216955.1,FASTA,Protein,1964,503873,28,256.6,2392
GCA_003216975.1,FASTA,Protein,1945,491465,22,252.7,1619
GCA_003217035.1,FASTA,Protein,1618,440245,31,272.1,1529
GCA_003217735.2,FASTA,Protein,6391,2040700,30,319.3,2901
GCA_003217835.1,FASTA,Protein,1923,527398,21,274.3,1375
GCA_003217875.1,FASTA,Protein,2682,730455,20,272.4,3058
GCA_003217895.1,FASTA,Protein,2896,825541,20,285.1,1939
GCA_003217965.1,FASTA,Protein,2901,789578,21,272.2,2193
GCA_003218135.1,FASTA,Protein,2830,828227,20,292.7,1558
GCA_003218305.1,FASTA,Protein,3531,1079096,21,305.6,2682
GCA_003218345.1,FASTA,Protein,2822,696607,20,246.8,1519
GCA_003218375.1,FASTA,Protein,3701,1194838,23,322.8,3107
GCA_003218395.1,FASTA,Protein,3272,868020,21,265.3,2077
GCA_003218415.1,FASTA,Protein,2135,622265,22,291.5,1972
GCA_003218475.1,FASTA,Protein,3356,923823,23,275.3,3061
GCA_003218515.1,FASTA,Protein,5349,1732218,21,323.8,2729
GCA_003218525.1,FASTA,Protein,2707,717422,20,265,1929
GCA_003218535.1,FASTA,Protein,2963,803461,21,271.2,1862
GCA_003218615.1,FASTA,Protein,2486,696237,22,280.1,2571
GCA_003218705.1,FASTA,Protein,1781,527947,21,296.4,2155
GCA_003218735.1,FASTA,Protein,1792,447738,21,249.9,1375
GCA_003218755.1,FASTA,Protein,2898,780963,26,269.5,1789
GCA_003218785.1,FASTA,Protein,3125,821713,20,262.9,1842
GCA_003218815.1,FASTA,Protein,1987,561144,20,282.4,2659
GCA_003218885.1,FASTA,Protein,2411,694306,23,288,1961
GCA_003218915.1,FASTA,Protein,3225,865601,21,268.4,2316
GCA_003218935.1,FASTA,Protein,3759,1127611,20,300,2293
GCA_003218945.1,FASTA,Protein,2979,831522,20,279.1,1889
GCA_003218975.1,FASTA,Protein,3229,909668,21,281.7,3061
GCA_003219005.1,FASTA,Protein,2824,808403,20,286.3,3022
GCA_003219095.1,FASTA,Protein,2589,706743,20,273,2021
GCA_003219115.1,FASTA,Protein,2794,777302,20,278.2,1491
GCA_003219125.1,FASTA,Protein,3324,947258,21,285,1932
GCA_003219175.1,FASTA,Protein,3297,965217,22,292.8,2714
GCA_003219195.1,FASTA,Protein,2913,842717,20,289.3,2063
GCA_003219215.1,FASTA,Protein,2462,723271,20,293.8,2553
GCA_003219225.1,FASTA,Protein,2389,616467,22,258,1516
GCA_003219265.1,FASTA,Protein,2183,632010,23,289.5,2430
GCA_003219335.1,FASTA,Protein,4323,1054686,20,244,2705
GCA_003219345.1,FASTA,Protein,5522,1689943,20,306,2225
GCA_003219355.1,FASTA,Protein,2449,668543,20,273,1484
GCA_003219395.1,FASTA,Protein,3217,804648,20,250.1,1703
GCA_003219415.1,FASTA,Protein,3626,1073440,22,296,2174
GCA_003219435.1,FASTA,Protein,2979,800916,21,268.9,2984
GCA_003219465.1,FASTA,Protein,4440,1235533,21,278.3,2175
GCA_003219495.1,FASTA,Protein,2420,648599,21,268,1898
GCA_003219675.1,FASTA,Protein,4525,1352289,22,298.8,2937
GCA_003219695.1,FASTA,Protein,3289,923430,20,280.8,2191
GCA_003219925.1,FASTA,Protein,2260,631550,21,279.4,1853
GCA_003219945.1,FASTA,Protein,2655,663407,20,249.9,1464
GCA_003219995.1,FASTA,Protein,2443,616664,22,252.4,1208
GCA_003220005.1,FASTA,Protein,2728,749740,24,274.8,1973
GCA_003220055.1,FASTA,Protein,2125,641987,21,302.1,2096
GCA_003220075.1,FASTA,Protein,2964,823302,21,277.8,1982
GCA_003220155.1,FASTA,Protein,3553,980709,20,276,2042
GCA_003220195.1,FASTA,Protein,5724,1600691,20,279.6,1681
GCA_003220225.1,FASTA,Protein,6095,1851950,20,303.8,2837
GCA_003220265.1,FASTA,Protein,6099,1879050,23,308.1,4000
GCA_003220315.1,FASTA,Protein,4489,1315632,20,293.1,4503
GCA_003220335.1,FASTA,Protein,6098,1709386,20,280.3,1592
GCA_003220345.1,FASTA,Protein,5818,1724266,20,296.4,2831
GCA_003220435.1,FASTA,Protein,5416,1690138,20,312.1,4549
GCA_003220475.1,FASTA,Protein,5155,1504062,20,291.8,1870
GCA_003220495.1,FASTA,Protein,5889,1850154,22,314.2,2874
GCA_003220535.1,FASTA,Protein,7292,2148758,21,294.7,3471
GCA_003220595.1,FASTA,Protein,4379,1274307,20,291,2181
GCA_003220615.1,FASTA,Protein,6111,1806129,20,295.6,2817
GCA_003220675.1,FASTA,Protein,4403,1261496,22,286.5,2395
GCA_003220685.1,FASTA,Protein,6160,1849303,21,300.2,2826
GCA_003220795.1,FASTA,Protein,3107,1048734,20,337.5,2048
GCA_003220855.1,FASTA,Protein,3123,934194,22,299.1,2772
GCA_003220905.1,FASTA,Protein,2859,833201,20,291.4,1553
GCA_003220935.1,FASTA,Protein,3804,1254293,24,329.7,3465
GCA_003220955.1,FASTA,Protein,2910,817472,21,280.9,1358
GCA_003220975.1,FASTA,Protein,3026,874323,20,288.9,2054
GCA_003220985.1,FASTA,Protein,3478,985365,20,283.3,1282
GCA_003221005.1,FASTA,Protein,2801,873459,21,311.8,2037
GCA_003221035.1,FASTA,Protein,3199,1071893,21,335.1,2464
GCA_003221045.1,FASTA,Protein,2982,878179,23,294.5,1502
GCA_003221075.1,FASTA,Protein,3419,1004744,20,293.9,2006
GCA_003221085.1,FASTA,Protein,3103,922905,20,297.4,1417
GCA_003221195.1,FASTA,Protein,3185,921342,21,289.3,1967
GCA_003221295.1,FASTA,Protein,3089,882918,20,285.8,2017
GCA_003221375.1,FASTA,Protein,2540,647781,23,255,1929
GCA_003221435.1,FASTA,Protein,3533,1020554,20,288.9,1983
GCA_003221455.1,FASTA,Protein,4489,1270183,21,283,1572
GCA_003221515.1,FASTA,Protein,5205,1580878,20,303.7,2045
GCA_003221595.1,FASTA,Protein,4944,1356909,20,274.5,1540
GCA_003221615.1,FASTA,Protein,7546,2196046,20,291,2883
GCA_003221635.1,FASTA,Protein,5485,1549883,20,282.6,1862
GCA_003221655.1,FASTA,Protein,4943,1371922,20,277.5,2818
GCA_003221695.1,FASTA,Protein,4647,1426421,20,307,2241
GCA_003221805.1,FASTA,Protein,3306,964320,20,291.7,1687
GCA_003221825.1,FASTA,Protein,3042,907431,21,298.3,1847
GCA_003221895.1,FASTA,Protein,3683,1170401,21,317.8,2015
GCA_003221985.1,FASTA,Protein,3169,955024,22,301.4,1490
GCA_003221995.1,FASTA,Protein,2192,675378,22,308.1,1503
GCA_003222035.1,FASTA,Protein,3488,1125697,23,322.7,3042
GCA_003222055.1,FASTA,Protein,3519,1163155,20,330.5,1967
GCA_003222065.1,FASTA,Protein,3910,1148371,20,293.7,1939
GCA_003222085.1,FASTA,Protein,3293,1115292,22,338.7,4394
GCA_003222115.1,FASTA,Protein,2951,969128,21,328.4,2870
GCA_003222135.1,FASTA,Protein,3138,1073474,24,342.1,2039
GCA_003222155.1,FASTA,Protein,3270,1094513,20,334.7,1961
GCA_003222195.1,FASTA,Protein,3302,1110463,22,336.3,1887
GCA_003222205.1,FASTA,Protein,2878,941763,22,327.2,1978
GCA_003222235.1,FASTA,Protein,4157,1140349,20,274.3,1926
GCA_003222245.1,FASTA,Protein,5533,2050202,20,370.5,7941
GCA_003222275.1,FASTA,Protein,6310,2097798,20,332.5,3348
GCA_003222295.1,FASTA,Protein,5444,1602543,20,294.4,3622
GCA_003222305.1,FASTA,Protein,2730,849801,21,311.3,1826
GCA_003222375.1,FASTA,Protein,4210,1168065,21,277.5,1720
GCA_003222385.1,FASTA,Protein,3549,1104471,20,311.2,2380
GCA_003222395.1,FASTA,Protein,6774,2340936,20,345.6,3898
GCA_003222535.1,FASTA,Protein,7019,2384633,20,339.7,5726
GCA_003222635.1,FASTA,Protein,5633,1736816,20,308.3,2783
GCA_003222675.1,FASTA,Protein,6328,2124349,20,335.7,5194
GCA_003222815.1,FASTA,Protein,5814,1700162,20,292.4,2112
GCA_003222855.1,FASTA,Protein,4391,1197101,20,272.6,2283
GCA_003222895.1,FASTA,Protein,4383,1428149,21,325.8,5947
GCA_003222945.1,FASTA,Protein,4486,1398037,22,311.6,2960
GCA_003222975.1,FASTA,Protein,4127,1438491,20,348.6,3475
GCA_003223025.1,FASTA,Protein,3756,1288771,30,343.1,3937
GCA_003223115.1,FASTA,Protein,9309,2608635,20,280.2,2949
GCA_003223135.1,FASTA,Protein,3283,1142156,21,347.9,5423
GCA_003223145.1,FASTA,Protein,3737,1176339,21,314.8,3229
GCA_003223165.1,FASTA,Protein,2805,935318,21,333.4,2842
GCA_003223215.1,FASTA,Protein,8083,2483318,20,307.2,3187
GCA_003223245.1,FASTA,Protein,5686,1814379,21,319.1,3397
GCA_003223255.1,FASTA,Protein,6578,1886365,20,286.8,2822
GCA_003223295.1,FASTA,Protein,5593,1751697,21,313.2,1790
GCA_003223315.1,FASTA,Protein,4259,1243338,20,291.9,1669
GCA_003223325.1,FASTA,Protein,6261,1690971,20,270.1,2936
GCA_003223395.1,FASTA,Protein,3289,1084238,20,329.7,2018
GCA_003223415.1,FASTA,Protein,3482,1099329,20,315.7,1923
GCA_003223425.1,FASTA,Protein,2556,782621,20,306.2,2212
GCA_003223455.1,FASTA,Protein,4538,1507187,22,332.1,2381
GCA_003223515.1,FASTA,Protein,5578,1862434,20,333.9,6414
GCA_003223555.1,FASTA,Protein,4821,1661194,23,344.6,5529
GCA_003223595.1,FASTA,Protein,4565,1289920,20,282.6,1840
GCA_003223635.1,FASTA,Protein,3863,1161020,20,300.5,2131
GCA_003223645.1,FASTA,Protein,5544,1930274,20,348.2,5682
GCA_003223695.1,FASTA,Protein,4326,1185893,20,274.1,2293
GCA_003223775.1,FASTA,Protein,5289,1579599,20,298.7,1907
GCA_003223835.1,FASTA,Protein,5291,1753662,20,331.4,4436
GCA_003223875.1,FASTA,Protein,6318,1955888,20,309.6,3085
GCA_003223935.1,FASTA,Protein,4518,1556180,22,344.4,3806
GCA_003223975.1,FASTA,Protein,3663,1124275,21,306.9,2651
GCA_003223995.1,FASTA,Protein,2770,869311,20,313.8,2019
GCA_003224055.1,FASTA,Protein,4150,1331738,20,320.9,2167
GCA_003224075.1,FASTA,Protein,3501,1000152,20,285.7,1478
GCA_003224085.1,FASTA,Protein,6100,1957350,21,320.9,3698
GCA_003224105.1,FASTA,Protein,5020,1514033,20,301.6,1965
GCA_003224135.1,FASTA,Protein,4915,1323911,20,269.4,1544
GCA_003224145.1,FASTA,Protein,4455,1399777,20,314.2,2550
GCA_003224175.1,FASTA,Protein,5787,1602025,20,276.8,2792
GCA_003224195.1,FASTA,Protein,3744,1114224,21,297.6,2066
GCA_003224235.1,FASTA,Protein,4134,1303749,20,315.4,2583
GCA_003224525.1,FASTA,Protein,6190,1840831,20,297.4,3570
GCA_003224635.1,FASTA,Protein,4164,1242169,20,298.3,1604
GCA_003224665.1,FASTA,Protein,3255,922285,20,283.3,1446
GCA_003224695.1,FASTA,Protein,4607,1307221,22,283.7,2190
GCA_003224755.1,FASTA,Protein,6026,1636586,21,271.6,1697
GCA_003224785.1,FASTA,Protein,2952,765159,20,259.2,2129
GCA_003224815.1,FASTA,Protein,4725,1335977,20,282.7,1934
GCA_003224835.1,FASTA,Protein,3896,1077472,20,276.6,1479
GCA_003224855.1,FASTA,Protein,3742,1122573,21,300,1727
GCA_003224905.1,FASTA,Protein,5485,1643867,21,299.7,2041
GCA_003224995.1,FASTA,Protein,4546,1145944,21,252.1,1493
GCA_003225005.1,FASTA,Protein,7962,2206861,22,277.2,2940
GCA_003225055.1,FASTA,Protein,6816,2067851,20,303.4,3267
GCA_003225075.1,FASTA,Protein,4729,1391158,22,294.2,1491
GCA_003225175.1,FASTA,Protein,5177,1631303,21,315.1,2871
GCA_003225215.1,FASTA,Protein,4782,1422877,22,297.5,2880
GCA_003225295.1,FASTA,Protein,7411,2332748,22,314.8,2995
GCA_003225315.1,FASTA,Protein,4453,1476355,21,331.5,2541
GCA_003225335.1,FASTA,Protein,6506,2126933,20,326.9,2403
GCA_003225365.1,FASTA,Protein,4836,1485008,20,307.1,2434
GCA_003225455.1,FASTA,Protein,5026,1433431,20,285.2,1557
GCA_003225465.1,FASTA,Protein,5900,1735790,21,294.2,3065
GCA_003225495.1,FASTA,Protein,4436,1336281,22,301.2,2130
GCA_003225555.1,FASTA,Protein,4041,1272928,22,315,3023
GCA_003225595.1,FASTA,Protein,5367,1414461,20,263.5,1418
GCA_003225655.1,FASTA,Protein,4319,1177687,20,272.7,1833
GCA_003226295.1,FASTA,Protein,2246,759424,30,338.1,4030
GCA_003228095.2,FASTA,Protein,1325,422235,23,318.7,1519
GCA_003228105.1,FASTA,Protein,1634,492605,28,301.5,1714
GCA_003228115.1,FASTA,Protein,2654,815174,29,307.1,3799
GCA_003228125.1,FASTA,Protein,1119,348935,31,311.8,1513
GCA_003228175.2,FASTA,Protein,2326,731152,22,314.3,1540
GCA_003228195.2,FASTA,Protein,1436,465138,22,323.9,1518
GCA_003228395.1,FASTA,Protein,2101,614900,20,292.7,1580
GCA_003228405.1,FASTA,Protein,2901,883774,22,304.6,3441
GCA_003228415.1,FASTA,Protein,3674,1041074,20,283.4,2120
GCA_003228495.1,FASTA,Protein,2963,760614,23,256.7,1379
GCA_003228585.1,FASTA,Protein,2135,621224,23,291,3075
GCA_003228685.1,FASTA,Protein,3498,1062236,22,303.7,1832
GCA_003228735.1,FASTA,Protein,2015,569735,25,282.7,1553
GCA_003228815.1,FASTA,Protein,1644,520505,22,316.6,2354
GCA_003228875.1,FASTA,Protein,2777,797963,20,287.3,1901
GCA_003228915.1,FASTA,Protein,2618,783383,21,299.2,3208
GCA_003228955.1,FASTA,Protein,2969,884271,21,297.8,1735
GCA_003228965.1,FASTA,Protein,3036,902352,21,297.2,3536
GCA_003229065.1,FASTA,Protein,2301,599857,21,260.7,2819
GCA_003229095.1,FASTA,Protein,3040,786363,20,258.7,1680
GCA_003229115.1,FASTA,Protein,2369,664883,21,280.7,2111
GCA_003229135.1,FASTA,Protein,520,135621,34,260.8,1100
GCA_003229235.1,FASTA,Protein,2436,691925,20,284,2875
GCA_003229305.1,FASTA,Protein,1999,593837,21,297.1,2373
GCA_003229345.1,FASTA,Protein,2382,626042,21,262.8,1299
GCA_003229375.1,FASTA,Protein,2435,745951,20,306.3,3392
GCA_003229495.1,FASTA,Protein,3919,1213072,20,309.5,2993
GCA_003229735.1,FASTA,Protein,1051,290446,20,276.4,1301
GCA_003229755.1,FASTA,Protein,2011,540669,20,268.9,1509
GCA_003229915.1,FASTA,Protein,1820,492409,20,270.6,1465
